Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Walking duration (ms),Running duration (ms)
2022-06-06,53,1785.0038330218358,2136.7326381206512,,,0.44565972897632555,1.4286123514175415,0.26565563678741455,3707,,,,,2110734,
2022-06-07,45,1758.9920834793734,1641.7302161455154,,,0.47575748120222366,1.1753243207931519,0.2550294101238251,2767,,,,,1712889,
2022-06-08,54,1776.680825363416,2172.847591996193,3.0,3,0.4653130598884161,2.219984292984009,0.25052177906036377,3455,,,,,1983436,
2022-06-09,34,1782.396833247916,1563.1256268024445,,,0.3569329860413709,1.2721279859542847,0.2549020051956177,2945,,,,,1797704,120996
2022-06-10,56,1834.7148612911296,2199.25940990448,,,0.5145861999350925,1.2017629146575928,0.2550294101238251,3629,,,,,2871050,
2022-06-11,84,1933.3138159872483,4709.976162910461,26.0,24,0.4051519244887329,1.9069350957870483,0.26565563678741455,7270,,,,,4371676,
2022-06-12,84,1872.3813786993603,3032.4393689632416,,,0.3804752015435202,1.0934008359909058,0.2550294101238251,5288,,,,,3447153,
2022-06-13,44,1796.2133464294623,1699.2366392612457,,,0.4305465527448446,1.4209246635437012,0.2550294101238251,2834,,,,,1811276,208589
2022-06-14,74,1820.6492674224846,3144.0489683151245,2.0,2,0.41249278138928475,1.7358160018920898,0.2550294101238251,5298,,,,,2587427,30340
2022-06-15,27,1746.9110591413441,1225.8778030872345,,,0.35907937663264994,1.057619571685791,0.26303979754447937,2394,,,,,1528115,
2022-06-16,53,1785.1412091216819,2212.7409706115723,1.0,1,0.4217576020486894,1.7982417345046997,0.2550294101238251,3904,,,,,2112836,
2022-06-17,34,1797.848891073512,1412.4154169559479,,,0.5339309299130781,1.2970023155212402,0.2550294101238251,2561,,,,,2307195,
2022-06-18,24,1739.8778713603258,906.5727729797363,,,0.35381526820439285,1.327505350112915,0.27569296956062317,1673,,,,,1420545,
2022-06-19,19,1649.6215561333647,620.9966969490051,,,0.3211482153758488,0.5966070294380188,0.26565563678741455,1204,,,,,40097,
2022-06-20,68,1953.7715624683665,2348.809613108635,,,0.45789901384081994,1.2272471189498901,0.2550294101238251,3971,,,,,4343071,154557
2022-06-21,63,1801.6600167460206,2132.2291499376297,1.0,1,0.4410958789327466,1.294429063796997,0.2526243031024933,3635,,,,,2091342,121434
2022-06-22,33,1745.5331084428153,1245.051432609558,,,0.4907589445557009,1.24483060836792,0.26565563678741455,2109,,,,,1507039,
2022-06-23,51,1761.6475390291446,2118.4037622213364,1.0,1,0.38318918819641845,1.3441178798675537,0.2550294101238251,3597,,,,,1616315,60770
2022-06-24,7,1646.999960382375,345.4944772720337,,,0.3442089458507578,0.5165411829948425,0.2762818932533264,659,,,,,,
2022-06-25,34,1764.6830362060632,1574.04505610466,1.0,1,0.41283550391203505,1.448652744293213,0.24778620898723602,2783,,,,,1799934,
2022-06-26,24,1726.2049571337093,1495.168933391571,5.0,5,0.3789060590912254,1.3153828382492065,0.26565563678741455,2653,,,,,1211421,
2022-06-27,85,1922.2468834969652,2921.312378048897,1.0,1,0.5431310852073146,1.2643506526947021,0.26565563678741455,4978,,,,,4209832,
2022-06-28,135,2011.8397606324936,6469.682130813599,16.0,16,0.4379911607511473,1.4189122915267944,0.26157906651496887,10364,,,,,5580129,
2022-06-29,26,1711.6907093917387,988.1803324222565,,,0.370147148627448,1.2408056259155273,0.2471667230129242,1756,,,,,989430,
2022-06-30,13,1722.3193894205103,668.9559478759766,,,0.6099396277243374,1.3726806640625,0.2550294101238251,1453,,,,,1151990,
2022-07-01,57,1785.958314640263,2186.0540742874146,,,0.5382748094717765,1.6356576681137085,0.2869080901145935,3598,,,,,1907439,96517
2022-07-02,39,1823.2481610471723,1579.93064057827,,,0.39491853936683724,1.2065818309783936,0.26565563678741455,2899,,,,,2695671,
2022-07-03,35,1779.2829853685828,1764.207916378975,6.0,6,0.4736007314730267,1.602105975151062,0.25672781467437744,3216,,,,,2023235,
2022-07-04,49,1793.9280209808928,2033.322201371193,2.0,2,0.4577353602677777,1.2525966167449951,0.2550294101238251,3495,,,,,2247226,
2022-07-05,126,2205.972273158042,5808.037014245987,5.0,5,0.49766697333023907,1.4236892461776733,0.2550294101238251,9176,,,,,8343499,91179
2022-07-06,56,1822.518349119515,2663.0180461098994,,,0.4595270173878749,1.2750049829483032,0.26565563678741455,4520,,,,,2684510,
2022-07-07,100,1971.9453872217775,3641.465650350825,2.0,2,0.41160788578371765,1.308398723602295,0.25654304027557373,6111,,,,,4969958,
2022-07-08,19,1723.678364291845,806.5893836021423,,,0.373425836546732,1.5191664695739746,0.26565563678741455,1554,,,,,1172777,
2022-07-09,116,2055.407204645506,6196.307810783386,26.0,26,0.3869816002232866,1.356568694114685,0.2587110996246338,9820,,,,,6110434,60264
2022-07-10,83,1888.4846248594824,3084.004034280777,1.0,1,0.41013443928127247,1.4903781414031982,0.25188297033309937,5216,,,,,3500841,85316
2022-07-11,102,2003.4377134915287,3723.1593836545944,,,0.3912500219854104,1.298593521118164,0.2550294101238251,6341,,,,,5451626,
2022-07-12,77,1904.920493013152,3176.6894540786743,7.0,7,0.40817036434929493,1.3813204765319824,0.2550294101238251,5157,,,,,3944830,
2022-07-13,81,1964.0627844750593,3845.729215025902,,,0.5086419011172425,1.708970308303833,0.2550294101238251,6250,,,,,4849396,
2022-07-14,69,1841.209778998137,3281.64405451715,12.0,12,0.5017187733942832,1.6903045177459717,0.2550294101238251,5344,,,,,2970389,
2022-07-15,36,1736.1446827713396,1508.5530235767365,1.0,1,0.5403048822597216,1.409244418144226,0.2535627782344818,2455,,,,,1363446,
2022-07-16,37,1785.1995679177683,1688.3922595977783,7.0,7,0.4485846086644119,1.3904794454574585,0.2550294101238251,2787,,,,,1962309,67072
2022-07-17,50,1824.1746365775102,2043.7365090847015,1.0,1,0.4214592766520956,1.2371822595596313,0.24704430997371674,3557,,,,,2709842,
2022-07-18,41,1784.649593540131,1902.0808196650742,1.0,1,0.5887398042560636,1.2721614837646484,0.26565563678741455,3215,,,,,2105317,
2022-07-19,64,1833.6832354572355,2634.0656822336914,3.0,3,0.41642411517479083,1.1882145404815674,0.2550294101238251,4510,,,,,2855274,
2022-07-20,90,1996.986635002793,4023.7739794254303,,,0.39008757568999847,1.1952451467514038,0.2486122101545334,6585,,,,,5352958,
2022-07-21,39,1786.2374119656142,1475.358166217804,,,0.4759106833940592,1.2512320280075073,0.2550294101238251,2687,,,,,2129602,
2022-07-22,7,1669.4738012251573,445.14707911014557,,,0.5193430216192869,1.2725579738616943,0.2550294101238251,974,,,,,343731,
2022-07-23,52,1838.6012222780494,2379.2829666137695,5.0,5,0.5038760617603807,1.300830602645874,0.2550294101238251,3962,,,,,2930493,
2022-07-24,11,1667.3203237178063,596.9662699699402,,,0.31080645396470313,0.9694100618362427,0.2638687193393707,1242,,,,,310796,
2022-07-25,108,2295.131205496404,6615.699245095253,35.0,35,0.553052161964608,1.389506459236145,0.2550294101238251,9395,,,,,3521952,2830944
2022-07-26,85,1951.6374641293023,4786.442773325397,23.0,23,0.42516176958946567,1.572434902191162,0.26565563678741455,7356,,,,,3217021,638888
2022-07-27,98,1910.1000230222992,3942.0726411509972,5.0,5,0.5596287191109887,1.3294647932052612,0.2550294101238251,6294,,,,,2793114,545250
2022-07-28,40,1741.1496077649263,1649.80366563797,,,0.45850698888164854,1.3448600769042969,0.2550294101238251,2761,,,,,1303925,60273
2022-07-29,86,1951.322978114451,4759.180057764053,28.0,28,0.3794551359780362,1.4592422246932983,0.25348201394081116,7273,,,,,4654542,
2022-07-30,79,1915.3859873744073,4316.095487078303,23.0,23,0.33077294036486554,1.3391718864440918,0.2550294101238251,6669,,,,,4104896,
2022-07-31,70,1892.9684260880717,3307.149578491574,15.0,15,0.45328637602686656,1.3189691305160522,0.30792054533958435,5359,,,,,3762025,
2022-08-01,63,1797.2397681291955,2731.89972949028,4.0,4,0.3582008421769998,1.480234146118164,0.2550294101238251,4466,,,,,2297881,
2022-08-02,24,1746.2382083849814,1019.6678491830826,,,0.3467158012732071,1.1212960481643677,0.2593594193458557,1947,,,,,1517824,
2022-08-03,67,1817.643709662265,2607.4630377292633,,,0.507720416068448,1.1485121250152588,0.25419726967811584,4263,,,,,2297871,138238
2022-08-04,36,1735.4456934905468,1407.312399506569,,,0.4639505635110493,1.4238083362579346,0.25110626220703125,2513,,,,,1352756,
2022-08-05,43,1808.562525827141,1828.9128577709198,,,0.43748785814415464,1.6135612726211548,0.26565563678741455,3277,,,,,2471058,
2022-08-06,151,2226.771366534969,6968.815305233002,13.0,13,0.4529497501402546,1.7275787591934204,0.2550294101238251,10897,,,,,7704899,514960
2022-08-07,27,1724.9427721947714,1107.6823844909668,,,0.35023465770385415,1.005595326423645,0.2550294101238251,1963,,,,,1192116,
2022-08-08,57,1788.6669066472612,2551.4265191555023,7.0,7,0.3563142683327919,1.3838331699371338,0.2550294101238251,4360,,,,,2166761,
2022-08-09,41,1781.532208046836,1511.5486429929733,,,0.39781248968188254,1.318442463874817,0.2762818932533264,2618,,,,,2057635,
2022-08-10,43,1761.314162591958,1726.7775437831879,1.0,1,0.4620314417331108,1.7180429697036743,0.2550294101238251,2985,,,,,1748406,
2022-08-11,81,1943.6564477099969,3985.7079865932465,3.0,3,0.4219023691276722,1.2214919328689575,0.2550294101238251,6363,,,,,4537285,
2022-08-12,41,1754.89861587264,1686.9773265123367,,,0.4174047683079169,1.2473962306976318,0.2494950294494629,2978,,,,,1650282,
2022-08-13,49,1730.2876500712175,1833.5086369514465,,,0.5111410804598552,1.08314049243927,0.2550294101238251,3107,,,,,1273878,
2022-08-14,76,1828.053580237412,3039.8478202819824,,,0.38162694886048865,1.141180396080017,0.2512742877006531,5250,,,,,2769170,
2022-08-15,47,1871.8461676704846,2038.6152234077454,1.0,1,0.35650928778389834,1.1762902736663818,0.2550294101238251,3394,,,,,2960016,212153
2022-08-16,94,1963.6146918772586,4547.837677717209,12.0,12,0.5270030062162372,2.1143438816070557,0.25058889389038086,7179,,,,,4360562,212605
2022-08-17,92,2029.7430194566675,4061.7277159690857,10.0,10,0.6195464129484697,1.3495253324508667,0.2550294101238251,6454,,,,,5853961,
2022-08-18,181,2350.524424426122,7804.6158618927,7.0,7,0.5689587044372753,1.5864187479019165,0.2550294101238251,12242,,,,,10760228,
2022-08-19,121,2139.682735292216,6202.1763261556625,30.0,30,0.5144813629049354,1.6658111810684204,0.26565563678741455,9390,,,,,7055385,212650
2022-08-20,37,1779.7802676460951,1672.0311836004257,2.0,2,0.4315642979792892,1.2426813840866089,0.2869080901145935,2826,,,,,2030841,
2022-08-21,54,1777.8459244104884,1914.1721057891846,,,0.48893904025191215,1.084953784942627,0.25963109731674194,3283,,,,,2001255,
2022-08-22,105,1913.1188797149846,4699.961298465729,5.0,5,0.46902687334039145,1.1960092782974243,0.2680240869522095,7588,,,,,4070222,
2022-08-23,46,1778.1642068765282,1904.8916096687317,2.0,2,0.4499202978050862,1.242786169052124,0.2550294101238251,3178,,,,,2006123,
2022-08-24,45,1717.979245668891,1677.8646545410156,,,0.40293183441269664,1.2121195793151855,0.2461249828338623,2965,,,,,1085610,
2022-08-25,115,1984.5903629929599,4508.9968357711405,1.0,1,0.4976338680335099,1.7209575176239014,0.24863110482692719,7314,,,,,4753016,181763
2022-08-26,54,1730.386387457097,2012.677848872605,,,0.3945744705298228,1.2557934522628784,0.25196367502212524,3537,,,,,1275375,
2022-08-27,59,1794.6909795751853,2483.16570854187,2.0,2,0.3583196634336997,1.3523887395858765,0.24892601370811462,3879,,,,,2258896,
2022-08-28,30,1740.8517821436176,1021.9116840362549,,,0.34460704152780985,1.046912670135498,0.2550294101238251,1818,,,,,1435440,
2022-08-29,106,2033.5517028115955,5270.654965162277,18.0,18,0.3789432102432011,1.2820448875427246,0.2550294101238251,8276,,,,,5912210,
2022-08-30,19,1727.5468605842852,769.842436671257,,,0.40167339505624305,0.9959951043128967,0.2550294101238251,1458,,,,,1231944,
2022-08-31,83,1895.8525245357537,4029.4795303344727,10.0,10,0.5792141211230142,1.41753089427948,0.26565563678741455,6496,,,,,3806136,
2022-09-01,157,2314.383002982706,6064.295096158981,,,0.4050710533589686,1.1550140380859375,0.2550294101238251,10057,,,,,10207453,
2022-09-02,155,2119.763972349146,6841.078747034073,10.0,10,0.44274728234169786,1.3889281749725342,0.24799099564552307,10830,,,,,7230805,
2022-09-03,44,1773.1433130714354,2250.331137418747,10.0,10,0.3770524223570734,1.455169439315796,0.2573804557323456,3623,,,,,1929330,
2022-09-04,35,1590.9493819045224,1547.2666699886322,2.0,2,0.3544792586146417,1.2188547849655151,0.2550294101238251,2645,,,,,2017971,
2022-09-05,,1142.8676233671008,,,,,,,,,,,,,
2022-09-06,,1647.0000244055884,,,,,,,,,,,,,
2022-09-07,76,1891.1008886178597,3501.157488822937,5.0,5,0.5293404451178233,1.3693610429763794,0.2550294101238251,5675,,,,,3733464,
2022-09-08,53,1833.8631801245424,3174.3940737247467,21.0,21,0.41050693300092933,1.4197070489285413,0.2656556606292725,4935,,,,,2858024,
2022-09-09,56,1776.5716440036774,2334.340799331665,1.0,1,0.42410418267031535,1.2134876386490054,0.2656556606292725,3942,,,,,1981765,
2022-09-10,97,2043.599931813754,5152.396454334259,27.0,27,0.4947420199169247,1.4435254537590454,0.2656556606292725,8028,,,,,6065892,
2022-09-11,117,2132.275279918007,5487.667354106903,51.0,51,0.5240893085352428,1.344429370732982,0.25502943992614746,8289,,,,1224065,5978143,60572
2022-09-12,63,1843.609828333476,3332.9137046337128,18.0,18,0.4902055379704275,1.3371042323116953,0.25502943992614746,5304,,,,,3007097,
2022-09-13,109,2015.4719370177047,5436.7333908081055,27.0,27,0.5127620112958374,1.4243853820475054,0.25502943992614746,8280,,,,,5635685,
2022-09-14,55,1843.9319614684625,2258.836711883545,4.0,4,0.38985586159842267,1.3956178402267554,0.25502943992614746,3730,,,,,2807534,90579
2022-09-15,80,1952.4642487238748,3788.893529176712,9.0,9,0.552299720174562,1.4637885922257625,0.24816478014508447,5848,,,,,4671998,
2022-09-16,179,2267.239783647964,8606.25910282135,36.0,36,0.4826072999158222,1.518266055698242,0.25502943992614746,13335,,,,,9486409,
2022-09-17,44,1773.8684922694397,1953.2687866687775,,,0.4944644534392765,1.0851946781489064,0.25502943992614746,3245,,,,,1940421,
2022-09-18,100,2049.523981198655,6169.305226325989,42.0,42,0.41781057221858536,1.5035233013049893,0.25502943992614746,9351,,,,,6156502,
2022-09-19,86,1939.3997771177158,4102.712930202484,15.0,15,0.5114169094835128,1.5353646575305167,0.25502943992614746,6374,,,,,4471789,
2022-09-20,51,1777.4766568113705,1904.177740097046,1.0,1,0.4406475373100646,1.2574864850939322,0.2656556606292725,3125,,,,,1995607,
2022-09-21,60,1861.2509807482602,2398.2961163520813,2.0,2,0.5077620511134399,1.3107049294343074,0.25502943992614746,3955,,,,,3276916,
2022-09-22,79,1901.2875118865247,3700.1093306541443,16.0,16,0.4694193690113181,1.400293956693142,0.25470594857304407,5725,,,,,3889259,
2022-09-23,59,1840.7245916284182,2620.6302942037582,10.0,10,0.4462362493864072,1.265874580179559,0.2762818972269694,4200,,,,,2962968,
2022-09-24,6,1660.6289311461642,270.19214820861816,,,0.3271927455247795,0.43877990173089526,0.2656556606292725,655,,,,,208451,
2022-09-25,35,1768.9980884376773,1551.4636083841324,4.0,4,0.37363402875323304,1.345559732469247,0.2607619730897932,2670,,,,,1865930,
2022-09-26,84,1956.0117985448444,4045.683228492737,11.0,11,0.45345721922957943,1.4288889219881327,0.25502943992614746,6327,,,,,4726257,
2022-09-27,115,2078.052576487279,5520.270854830742,19.0,19,0.5945693121061124,1.5329459771724818,0.25502943992614746,8479,,,,,6592839,
2022-09-28,112,2049.961390318105,5283.93789601326,10.0,10,0.43819563594862665,1.2809441245531223,0.2762818972269694,8424,,,,,6163193,
2022-09-29,45,1801.1442145014166,2298.4763991832733,15.0,15,0.5048647066158345,1.488782665117065,0.25502943992614746,3493,,,,,2357597,
2022-09-30,123,2065.8767975836836,5790.778820872307,19.0,19,0.5089830005878555,1.505440124756382,0.2656556606292725,9083,,,,,6406614,
2022-10-01,101,1960.6541205951294,4504.108039975166,7.0,7,0.4826894609006409,1.8238870357975683,0.25502943992614746,7027,,,,,4318857,211911
2022-10-02,137,2130.873551601534,6842.568618297577,17.0,17,0.4102830471386107,1.40472171668455,0.25447628556376084,10641,,,,,7400722,
2022-10-03,82,1949.8048528444867,4132.60221350193,10.0,10,0.619761335970337,1.3788698342171744,0.2656556606292725,6555,,,,,4631322,
2022-10-04,75,1876.5366241627867,3695.2905687093735,13.0,13,0.4662313225989329,1.3564853697438695,0.25502943992614746,5827,,,,,3510704,
2022-10-05,149,2191.746060980917,7528.466539025307,40.0,40,0.5536648898926271,1.3811576291651013,0.25409944451219224,11468,,,,,8331751,
2022-10-06,103,2038.6117574321731,5618.544146895409,24.0,24,0.4943331735444214,1.353844296442346,0.25502943992614746,8659,,,,,5989602,
2022-10-07,132,2152.272025898699,6519.2804117798805,24.0,24,0.5510662375817313,1.470847993911967,0.25502943992614746,10074,,,,,7728006,
2022-10-08,11,1679.0692543566897,392.3236985206604,,,0.36556688616954724,0.9922547325942234,0.25502943992614746,768,,,,,490491,
2022-10-09,169,2220.7421085167684,9022.979042053223,62.0,62,0.5011640243525486,1.5050285176126283,0.25502943992614746,13781,,,,,8775240,
2022-10-10,126,2077.5893816348052,6360.175758123398,37.0,37,0.4765638697172706,1.405226260388275,0.25502943992614746,9745,,,,,6585754,
2022-10-11,99,1936.0204887831512,4499.449612855911,13.0,13,0.4995437378669553,1.9111787258582102,0.2762818972269694,7049,,,,,4406164,
2022-10-12,92,1978.1807055407826,4347.125861406326,19.0,19,0.5921814403388522,1.3425222001162855,0.2762818972269694,6708,,,,,5065321,
2022-10-13,131,2097.1322489939407,6647.395212888718,28.0,28,0.5857050069022577,1.3450701436615327,0.2656556606292725,10102,,,,,6884656,
2022-10-14,117,2108.7200211734257,5815.541278839111,26.0,26,0.4589773333278146,1.7677651082036892,0.25502943992614746,8814,,,,,6991533,31165
2022-10-15,86,1901.5267620128357,3980.0385380983353,10.0,10,0.4293916174604079,1.3647161361968767,0.25502943992614746,6537,,,,,3892921,
2022-10-16,111,2101.3801080418984,6405.7381591796875,46.0,46,0.49528849153476967,1.5692857996408842,0.2656556606292725,9772,,,,,6949627,
2022-10-17,73,1899.1529690030175,3508.410719037056,12.0,12,0.5127136006122127,1.3294140171058855,0.2867825805323828,5420,,,,,3856616,
2022-10-18,76,1909.6181969477627,4297.0945365428925,19.0,19,0.4235195030075287,1.3759929507531539,0.24929492606357648,6688,,,,,4016678,
2022-10-19,141,2211.741832471079,8269.58945367927,59.0,59,0.579270424350791,1.446824121049553,0.26547373358786974,12255,,,,,8637580,
2022-10-20,55,1839.5301502003988,2673.887182928572,16.0,16,0.4825494078202022,1.4204218326016183,0.25502944516040793,4163,,,,,2944700,
2022-10-21,90,1992.5574522684683,4765.252134033275,15.0,15,0.5788106291199379,1.5501160432361878,0.28690812580545894,7501,,,,,4973203,138206
2022-10-22,71,1835.0905237232223,3262.737886382197,12.0,12,0.4786892443124238,1.3463820141879699,0.2656556720420916,5127,,,,,2876795,
2022-10-23,71,1964.3808323210542,3673.1483412649504,7.0,7,0.5831559373297976,1.4483509572453224,0.25502944516040793,5971,,,,,4854260,
2022-10-24,51,1842.0283530566523,3149.5977529552842,17.0,17,0.474690213935841,1.6585039167761608,0.25502944516040793,4923,,,,,2982909,
2022-10-25,83,1905.4305894059314,3982.459293993422,16.0,16,0.5101795473535714,1.6725967751467739,0.2632586116579691,6070,,,,,3612277,150760
2022-10-26,78,1890.7055603974666,3395.098356877315,9.0,9,0.4644057602357044,1.2566919781226544,0.25143003595176666,5393,,,,,3509518,96518
2022-10-27,162,2260.3578484625114,8745.174155008854,35.0,35,0.5726526499463,1.6230246620259239,0.25502944516040793,13438,,,,,9381152,
2022-10-28,134,2169.330510667085,6744.278503932354,14.0,14,0.6197827067651465,1.4702760928913419,0.25502944516040793,10514,,,,,7988912,
2022-10-29,30,1754.8612322844533,1704.523932570387,4.0,4,0.5452531421965862,1.3282208905184316,0.2656556720420916,2857,,,,,1649710,
2022-10-30,18,1705.7385160391716,832.9065865660981,3.0,3,0.40482872860361835,1.2965226189688346,0.25502944516040793,1566,,,,,898390,
2022-10-31,129,2148.7968603978925,5928.871522917712,10.0,10,0.5171550010682002,1.5619344181250105,0.25502944516040793,9368,,,,,7674856,
2022-11-01,74,1901.2053455075609,3995.3459616027126,19.0,19,0.47049725409564025,1.5129915448809745,0.25502944516040793,6100,,,,,3751170,60612
2022-11-02,139,2188.071553206506,6631.523327947603,15.0,15,0.42031070257857356,1.5461214410406996,0.25502944516040793,10321,,,,,8275550,
2022-11-03,89,2001.2838605917652,4582.264208525612,15.0,15,0.5687852127670655,1.5026566554770862,0.2656556720420916,7009,,,,,5418680,
2022-11-04,71,1888.3725828743186,3204.7126183199907,2.0,2,0.44055011250643067,1.2337993773509954,0.2762818989237753,5133,,,,,3691731,
2022-11-05,88,1980.975110643204,4083.7764504566985,,,0.4371903358963653,1.3692640084573495,0.25502944516040793,6568,,,,,5108063,
2022-11-06,,30.978093468335313,,,,,,,23,,,,,,
